8-01-01-007  Alimentacion y Alojamiento Donaciones COCH;8-01-01-007;Alimentacion y Alojamiento Donaciones COCH;;;;
8-01-01-008  Publicidad e Impreso  Donaciones COCH;8-01-01-008;Publicidad e Impreso  Donaciones COCH;;;;
8-01-01-009  Implemetacion Donaciones COCH;8-01-01-009;Implemetacion Donaciones COCH;;;;
8-01-01-010  Gastos Generales  Donaciones COCH;8-01-01-010;Gastos Generales  Donaciones COCH;;;;
8-01-01-011  Fondos por Ejecutar Donaciones COCH;8-01-01-011;Fondos por Ejecutar Donaciones COCH;;;;
8-01-01-012  Resposabilidad Proyectos IND COCH;8-01-01-012;Resposabilidad Proyectos IND COCH;;;;
9-00-00-000  CUENTA DE ORDEN;9-00-00-000;CUENTA DE ORDEN;;;;
9-01-00-000  CUENTAS DE CUADRE;9-01-00-000;CUENTAS DE CUADRE;;;;
9-01-01-000  CUENTA DE CUADRE CLP;9-01-01-000;CUENTA DE CUADRE CLP;;;;
9-01-01-001  CUENTA DE CUADRE CLP;9-01-01-001;CUENTA DE CUADRE CLP;;;;
9-01-02-000  CUENTA DE CUADRE USD;9-01-02-000;CUENTA DE CUADRE USD;;;;
9-01-02-001  CUENTA DE CUADRE USD;9-01-02-001;CUENTA DE CUADRE USD;;;;
9-01-03-000  CUENTA DE CUADRE EUROS;9-01-03-000;CUENTA DE CUADRE EUROS;;;;
9-01-03-001  CUENTA DE CUADRE EUROS;9-01-03-001;CUENTA DE CUADRE EUROS;;;;
